countyName,countyFIPS,familySize,numberAdults,numberWorkers,numberChildren,adultAge,year,hourlyWage
Nicollet,103,2,2,1.5,0,51+,2017,11.74
Nicollet,103,4,2,2,2,19-50,2017,16.26
Nicollet,103,4,2,1,2,19-50,2017,25.08
Nicollet,103,5,2,2,3,19-50,2017,17.04
Nicollet,103,2,2,2,0,51+,2017,8.81
Nicollet,103,2,2,1.5,0,19-50,2017,11.49
Nicollet,103,5,2,1.5,3,19-50,2017,20.59
Nicollet,103,5,2,1,3,19-50,2017,26.67
Nicollet,103,1,1,1,0,51+,2017,13.95
Nicollet,103,4,1,1,3,19-50,2017,31.42
Nicollet,103,3,2,1.5,1,19-50,2017,15.17
Nicollet,103,6,2,1,4,19-50,2017,28.67
Nicollet,103,3,1,1,2,19-50,2017,29.64
Nicollet,103,6,2,1.5,4,19-50,2017,21.9
Nobles,105,5,1,1,4,19-50,2017,29.84
Nobles,105,4,1,1,3,19-50,2017,28.24
Nobles,105,5,2,2,3,19-50,2017,15.43
Fillmore,045,5,1,1,4,19-50,2017,33.41
Fillmore,045,3,1,1,2,19-50,2017,29.6
Fillmore,045,6,2,1,4,19-50,2017,29.7
Fillmore,045,1,1,1,0,19-50,2017,14.03
Fillmore,045,2,2,2,0,51+,2017,9.01
Fillmore,045,4,2,1,2,19-50,2017,25.78
Fillmore,045,2,2,1.5,0,51+,2017,12.02
Freeborn,047,3,1,1,2,19-50,2017,26.75
Freeborn,047,4,2,1,2,19-50,2017,22.83
Freeborn,047,6,2,1,4,19-50,2017,26.82
Freeborn,047,6,2,2,4,19-50,2017,16.66
Freeborn,047,2,2,2,0,19-50,2017,8.12
Freeborn,047,4,2,1.5,2,19-50,2017,17.74
Freeborn,047,3,2,1.5,1,19-50,2017,14.59
Freeborn,047,2,2,1,0,19-50,2017,15.88
Freeborn,047,5,1,1,4,19-50,2017,30.26
Freeborn,047,2,2,2,0,51+,2017,8.31
Freeborn,047,1,1,1,0,51+,2017,12.89
Freeborn,047,5,2,1.5,3,19-50,2017,18.89
Freeborn,047,4,1,1,3,19-50,2017,28.62
Freeborn,047,2,2,1,0,51+,2017,16.24
Freeborn,047,6,2,1.5,4,19-50,2017,20.29
Freeborn,047,2,2,1.5,0,51+,2017,11.07
Freeborn,047,2,2,1.5,0,19-50,2017,10.82
Freeborn,047,5,2,2,3,19-50,2017,15.63
Freeborn,047,1,1,1,0,19-50,2017,12.71
Freeborn,047,3,2,2,1,19-50,2017,11.88
Freeborn,047,2,1,1,1,19-50,2017,19.22
Freeborn,047,3,2,1,1,19-50,2017,19.39
Freeborn,047,4,2,2,2,19-50,2017,14.8
Freeborn,047,5,2,1,3,19-50,2017,24.56
Hubbard,057,2,2,1,0,51+,2017,16.72
Hubbard,057,5,2,1,3,19-50,2017,26.82
Hubbard,057,2,1,1,1,19-50,2017,19.72
Hubbard,057,4,1,1,3,19-50,2017,30.73
Hubbard,057,6,2,1.5,4,19-50,2017,21.81
Hubbard,057,5,2,1.5,3,19-50,2017,20.43
Hubbard,057,2,2,1.5,0,19-50,2017,11.16
Hubbard,057,2,2,2,0,19-50,2017,8.37
Hubbard,057,4,2,1,2,19-50,2017,25.06
Hubbard,057,6,2,2,4,19-50,2017,17.79
Mille Lacs,095,4,2,1.5,2,19-50,2017,22.49
Mille Lacs,095,6,2,2,4,19-50,2017,21.08
Mille Lacs,095,4,1,1,3,19-50,2017,37.17
Mille Lacs,095,3,2,1.5,1,19-50,2017,18.03
Mille Lacs,095,2,1,1,1,19-50,2017,24.49
Mille Lacs,095,1,1,1,0,19-50,2017,16
Mille Lacs,095,3,2,1,1,19-50,2017,23.73
Mille Lacs,095,5,2,2,3,19-50,2017,20
Mille Lacs,095,4,2,1,2,19-50,2017,28.42
Mille Lacs,095,6,2,1,4,19-50,2017,32.28
Mille Lacs,095,2,2,1.5,0,51+,2017,13.4
Mille Lacs,095,3,2,2,1,19-50,2017,14.78
Mille Lacs,095,2,2,1,0,51+,2017,19.6
Mille Lacs,095,2,2,2,0,19-50,2017,9.86
Mille Lacs,095,5,1,1,4,19-50,2017,39.09
Mille Lacs,095,3,1,1,2,19-50,2017,35.1
Mille Lacs,095,2,2,2,0,51+,2017,10.05
Mille Lacs,095,2,2,1,0,19-50,2017,19.22
Mille Lacs,095,1,1,1,0,51+,2017,16.17
Mille Lacs,095,4,2,2,2,19-50,2017,19.08
Mille Lacs,095,2,2,1.5,0,19-50,2017,13.15
Mower,099,3,2,2,1,19-50,2017,12.24
Mower,099,2,2,1,0,19-50,2017,16.14
Mower,099,2,2,1.5,0,51+,2017,11.26
Mower,099,4,1,1,3,19-50,2017,30.31
Mower,099,5,2,1.5,3,19-50,2017,19.81
Mower,099,2,2,1.5,0,19-50,2017,11
Mower,099,6,2,1,4,19-50,2017,27.68
Mower,099,1,1,1,0,51+,2017,13.16
Mower,099,5,1,1,4,19-50,2017,31.91
Mower,099,3,2,1,1,19-50,2017,19.83
Mower,099,4,2,1.5,2,19-50,2017,18.74
Mower,099,2,1,1,1,19-50,2017,20.01
Mower,099,3,2,1.5,1,19-50,2017,14.97
Mower,099,2,2,2,0,51+,2017,8.44
Mower,099,2,2,2,0,19-50,2017,8.25
Mower,099,4,2,2,2,19-50,2017,15.67
Mower,099,1,1,1,0,19-50,2017,12.97
Mower,099,5,2,2,3,19-50,2017,16.48
Mower,099,3,1,1,2,19-50,2017,28.48
Mower,099,6,2,2,4,19-50,2017,17.5
Mower,099,4,2,1,2,19-50,2017,23.86
Mower,099,6,2,1.5,4,19-50,2017,21.19
Mower,099,5,2,1,3,19-50,2017,25.54
Mower,099,2,2,1,0,51+,2017,16.5
Murray,101,6,2,1.5,4,19-50,2017,20.71
Murray,101,2,1,1,1,19-50,2017,19.11
Murray,101,6,2,2,4,19-50,2017,16.86
Murray,101,2,2,1.5,0,51+,2017,11.67
Murray,101,5,2,1.5,3,19-50,2017,19.24
Murray,101,2,2,2,0,19-50,2017,8.57
Murray,101,1,1,1,0,51+,2017,13.61
Murray,101,2,2,1.5,0,19-50,2017,11.42
Murray,101,2,2,2,0,51+,2017,8.75
Murray,101,2,2,1,0,51+,2017,17.1
Murray,101,4,2,1.5,2,19-50,2017,18.05
Murray,101,5,2,2,3,19-50,2017,15.79
Murray,101,3,2,1,1,19-50,2017,19.97
Murray,101,4,2,1,2,19-50,2017,23.48
Murray,101,5,2,1,3,19-50,2017,25.31
Murray,101,1,1,1,0,19-50,2017,13.44
Murray,101,4,2,2,2,19-50,2017,14.91
Murray,101,4,1,1,3,19-50,2017,28.82
Murray,101,6,2,1,4,19-50,2017,27.6
Murray,101,3,2,1.5,1,19-50,2017,14.79
Murray,101,3,1,1,2,19-50,2017,26.88
Murray,101,3,2,2,1,19-50,2017,11.9
Murray,101,2,2,1,0,19-50,2017,16.75
Murray,101,5,1,1,4,19-50,2017,30.57
Pipestone,117,2,2,1.5,0,19-50,2017,11.46
Pipestone,117,2,2,1,0,19-50,2017,16.79
Pipestone,117,3,1,1,2,19-50,2017,28.17
Pipestone,117,3,2,1.5,1,19-50,2017,14.66
Pipestone,117,6,2,1,4,19-50,2017,28.3
Pipestone,117,2,2,1,0,51+,2017,17.15
Pipestone,117,1,1,1,0,19-50,2017,13.51
Pipestone,117,3,2,2,1,19-50,2017,11.85
Pipestone,117,2,2,2,0,51+,2017,8.78
Pipestone,117,4,2,2,2,19-50,2017,15.55
Pipestone,117,2,2,1.5,0,51+,2017,11.71
Pipestone,117,6,2,2,4,19-50,2017,17.45
Pipestone,117,4,2,1,2,19-50,2017,24.39
Le Sueur,079,3,2,1,1,19-50,2017,21.77
Le Sueur,079,1,1,1,0,51+,2017,14.5
Le Sueur,079,2,2,2,0,19-50,2017,8.97
Le Sueur,079,4,1,1,3,19-50,2017,33.49
Le Sueur,079,2,2,1.5,0,19-50,2017,11.95
Le Sueur,079,2,2,1,0,51+,2017,17.86
Le Sueur,079,5,2,2,3,19-50,2017,18.18
Le Sueur,079,5,1,1,4,19-50,2017,35.24
Le Sueur,079,4,2,1.5,2,19-50,2017,20.85
Le Sueur,079,5,2,1.5,3,19-50,2017,22.03
Le Sueur,079,6,2,2,4,19-50,2017,19.23
Le Sueur,079,3,2,1.5,1,19-50,2017,16.3
Le Sueur,079,2,2,1,0,19-50,2017,17.51
Le Sueur,079,6,2,1.5,4,19-50,2017,23.43
Le Sueur,079,3,1,1,2,19-50,2017,31.5
Le Sueur,079,6,2,1,4,19-50,2017,30.85
Le Sueur,079,5,2,1,3,19-50,2017,28.82
Le Sueur,079,4,2,2,2,19-50,2017,17.28
Le Sueur,079,4,2,1,2,19-50,2017,27.11
Le Sueur,079,2,2,1.5,0,51+,2017,12.2
Le Sueur,079,1,1,1,0,19-50,2017,14.33
Mahnomen,087,6,2,1,4,19-50,2017,27.29
Mahnomen,087,3,2,1,1,19-50,2017,19.84
Mahnomen,087,2,2,1,0,19-50,2017,16.48
Mahnomen,087,1,1,1,0,19-50,2017,13.28
Mahnomen,087,3,2,2,1,19-50,2017,12.02
Mahnomen,087,4,2,1.5,2,19-50,2017,18.11
Mahnomen,087,2,2,1.5,0,19-50,2017,11.24
Mahnomen,087,2,2,2,0,51+,2017,8.62
Mahnomen,087,3,2,1.5,1,19-50,2017,14.82
Mahnomen,087,1,1,1,0,51+,2017,13.45
Mahnomen,087,2,2,1.5,0,51+,2017,11.49
Mahnomen,087,3,1,1,2,19-50,2017,27.27
Mahnomen,087,5,2,2,3,19-50,2017,15.93
Mahnomen,087,2,2,2,0,19-50,2017,8.43
Mahnomen,087,2,2,1,0,51+,2017,16.84
Mahnomen,087,6,2,2,4,19-50,2017,16.96
Mahnomen,087,4,2,1,2,19-50,2017,23.29
Mahnomen,087,5,2,1,3,19-50,2017,25.05
Mahnomen,087,6,2,1.5,4,19-50,2017,20.64
Mahnomen,087,4,1,1,3,19-50,2017,29.16
Scott,139,2,2,1,0,19-50,2017,19.69
Scott,139,4,2,1.5,2,19-50,2017,26.19
Scott,139,1,1,1,0,19-50,2017,16.43
Scott,139,4,1,1,3,19-50,2017,45.84
Scott,139,3,2,2,1,19-50,2017,16.7
Scott,139,5,2,2,3,19-50,2017,24.06
Scott,139,6,2,1,4,19-50,2017,34.82
Scott,139,1,1,1,0,51+,2017,16.6
Scott,139,2,2,2,0,19-50,2017,10.1
Scott,139,5,1,1,4,19-50,2017,47.67
Scott,139,2,1,1,1,19-50,2017,28.15
Todd,153,3,2,2,1,19-50,2017,12.26
Todd,153,2,2,2,0,51+,2017,8.79
Todd,153,1,1,1,0,19-50,2017,13.63
Todd,153,6,2,1,4,19-50,2017,28.22
Todd,153,2,2,2,0,19-50,2017,8.6
Todd,153,5,2,2,3,19-50,2017,16.31
Todd,153,5,1,1,4,19-50,2017,31.61
Todd,153,4,1,1,3,19-50,2017,29.87
Todd,153,4,2,1.5,2,19-50,2017,18.69
Todd,153,2,1,1,1,19-50,2017,19.73
Todd,153,2,2,1.5,0,51+,2017,11.72
Todd,153,3,1,1,2,19-50,2017,27.93
Todd,153,3,2,1,1,19-50,2017,20.76
Todd,153,2,2,1,0,19-50,2017,16.81
Todd,153,4,2,2,2,19-50,2017,15.44
Todd,153,5,2,1,3,19-50,2017,26.07
Todd,153,4,2,1,2,19-50,2017,24.26
Todd,153,1,1,1,0,51+,2017,13.8
Todd,153,3,2,1.5,1,19-50,2017,15.28
Todd,153,2,2,1.5,0,19-50,2017,11.47
Todd,153,6,2,2,4,19-50,2017,17.36
Todd,153,6,2,1.5,4,19-50,2017,21.26
Todd,153,5,2,1.5,3,19-50,2017,19.85
Todd,153,2,2,1,0,51+,2017,17.17
Watonwan,165,6,2,2,4,19-50,2017,16.78
Watonwan,165,5,2,1.5,3,19-50,2017,19.14
Watonwan,165,2,2,1,0,51+,2017,16.39
Watonwan,165,5,2,1,3,19-50,2017,25.07
Watonwan,165,6,2,1.5,4,19-50,2017,20.52
Watonwan,165,3,2,1,1,19-50,2017,19.1
Mahnomen,087,2,1,1,1,19-50,2017,19.42
Mahnomen,087,4,2,2,2,19-50,2017,15.08
Mahnomen,087,5,1,1,4,19-50,2017,30.84
Mahnomen,087,5,2,1.5,3,19-50,2017,19.26
Morrison,097,4,2,2,2,19-50,2017,16.17
Morrison,097,5,2,1,3,19-50,2017,27.25
Morrison,097,5,1,1,4,19-50,2017,33.09
Morrison,097,2,2,2,0,51+,2017,8.97
Morrison,097,6,2,1.5,4,19-50,2017,22.17
Morrison,097,2,2,2,0,19-50,2017,8.78
Morrison,097,2,1,1,1,19-50,2017,20.59
Morrison,097,2,2,1,0,19-50,2017,17.16
Morrison,097,4,2,1.5,2,19-50,2017,19.58
Morrison,097,5,2,2,3,19-50,2017,17.06
Morrison,097,5,2,1.5,3,19-50,2017,20.76
Morrison,097,2,2,1,0,51+,2017,17.52
Morrison,097,4,1,1,3,19-50,2017,31.32
Morrison,097,1,1,1,0,19-50,2017,13.95
Morrison,097,3,2,1.5,1,19-50,2017,15.77
Morrison,097,3,2,2,1,19-50,2017,12.73
Morrison,097,1,1,1,0,51+,2017,14.14
Morrison,097,4,2,1,2,19-50,2017,25.43
Morrison,097,3,2,1,1,19-50,2017,21.26
Morrison,097,6,2,1,4,19-50,2017,29.36
Morrison,097,3,1,1,2,19-50,2017,29.32
Morrison,097,6,2,2,4,19-50,2017,18.13
Morrison,097,2,2,1.5,0,19-50,2017,11.71
Morrison,097,2,2,1.5,0,51+,2017,11.96
Wabasha,157,3,1,1,2,19-50,2017,31.95
Wabasha,157,5,2,2,3,19-50,2017,18.31
Wabasha,157,2,2,1.5,0,51+,2017,11.87
Wabasha,157,2,2,1.5,0,19-50,2017,11.62
Wabasha,157,2,2,1,0,19-50,2017,17.03
Wabasha,157,5,2,1,3,19-50,2017,27.83
Wabasha,157,4,2,1.5,2,19-50,2017,20.68
Wabasha,157,1,1,1,0,19-50,2017,13.85
Wabasha,157,4,2,1,2,19-50,2017,26.16
Wabasha,157,1,1,1,0,51+,2017,14.04
Wabasha,157,6,2,2,4,19-50,2017,19.33
Wabasha,157,4,2,2,2,19-50,2017,17.46
Wabasha,157,3,2,2,1,19-50,2017,12.87
Pipestone,117,3,2,1,1,19-50,2017,19.69
Pipestone,117,1,1,1,0,51+,2017,13.68
Pipestone,117,4,2,1.5,2,19-50,2017,18.82
Pipestone,117,4,1,1,3,19-50,2017,30.06
Pipestone,117,2,2,2,0,19-50,2017,8.59
Pipestone,117,2,1,1,1,19-50,2017,19.08
Pipestone,117,5,1,1,4,19-50,2017,31.74
Pipestone,117,5,2,2,3,19-50,2017,16.4
Pipestone,117,6,2,1.5,4,19-50,2017,21.36
Pipestone,117,5,2,1.5,3,19-50,2017,19.98
Pipestone,117,5,2,1,3,19-50,2017,26.14
Saint Louis,137,5,2,1.5,3,19-50,2017,20.18
Saint Louis,137,2,2,1,0,51+,2017,16.74
Saint Louis,137,6,2,1.5,4,19-50,2017,21.52
Saint Louis,137,3,1,1,2,19-50,2017,29.48
Saint Louis,137,2,1,1,1,19-50,2017,20.34
Saint Louis,137,6,2,2,4,19-50,2017,17.99
Saint Louis,137,2,2,2,0,19-50,2017,8.38
Saint Louis,137,3,2,1.5,1,19-50,2017,15.09
Saint Louis,137,2,2,2,0,51+,2017,8.57
Saint Louis,137,2,2,1,0,19-50,2017,16.39
Saint Louis,137,1,1,1,0,51+,2017,13.43
Saint Louis,137,3,2,1,1,19-50,2017,19.89
Saint Louis,137,5,2,1,3,19-50,2017,25.57
Saint Louis,137,4,2,1,2,19-50,2017,23.9
Saint Louis,137,4,2,1.5,2,19-50,2017,19.13
Saint Louis,137,3,2,2,1,19-50,2017,12.39
Saint Louis,137,2,2,1.5,0,19-50,2017,11.18
Saint Louis,137,2,2,1.5,0,51+,2017,11.42
Saint Louis,137,6,2,1,4,19-50,2017,27.68
Saint Louis,137,4,2,2,2,19-50,2017,16.17
Saint Louis,137,1,1,1,0,19-50,2017,13.26
Saint Louis,137,5,2,2,3,19-50,2017,16.98
Saint Louis,137,4,1,1,3,19-50,2017,31.3
Saint Louis,137,5,1,1,4,19-50,2017,32.9
Sherburne,141,4,2,2,2,19-50,2017,22.19
Sherburne,141,3,1,1,2,19-50,2017,41.65
Sherburne,141,5,2,2,3,19-50,2017,23.1
Sherburne,141,4,2,1,2,19-50,2017,32.46
Sherburne,141,3,2,1.5,1,19-50,2017,19.93
Sherburne,141,2,2,1,0,19-50,2017,20.57
Wabasha,157,2,2,2,0,19-50,2017,8.72
Wabasha,157,5,2,1.5,3,19-50,2017,21.8
Wabasha,157,5,1,1,4,19-50,2017,35.53
Wabasha,157,2,1,1,1,19-50,2017,21.14
Wabasha,157,4,1,1,3,19-50,2017,33.83
Wabasha,157,2,2,1,0,51+,2017,17.39
Wabasha,157,6,2,1.5,4,19-50,2017,23.16
Wabasha,157,3,2,1.5,1,19-50,2017,15.71
Wabasha,157,2,2,2,0,51+,2017,8.9
Wabasha,157,3,2,1,1,19-50,2017,20.8
Wabasha,157,6,2,1,4,19-50,2017,29.81
Watonwan,165,4,2,1,2,19-50,2017,23.38
Watonwan,165,2,2,1.5,0,51+,2017,11.18
Watonwan,165,1,1,1,0,51+,2017,13.02
Watonwan,165,3,1,1,2,19-50,2017,27.06
Watonwan,165,2,2,1.5,0,19-50,2017,10.93
Watonwan,165,2,2,1,0,19-50,2017,16.03
Watonwan,165,2,2,2,0,51+,2017,8.39
Watonwan,165,5,2,2,3,19-50,2017,15.77
Watonwan,165,3,2,1.5,1,19-50,2017,14.19
Watonwan,165,6,2,1,4,19-50,2017,27.25
Watonwan,165,4,1,1,3,19-50,2017,28.89
Watonwan,165,5,1,1,4,19-50,2017,30.5
Watonwan,165,2,2,2,0,19-50,2017,8.19
Watonwan,165,4,2,2,2,19-50,2017,14.96
Watonwan,165,1,1,1,0,19-50,2017,12.85
Watonwan,165,4,2,1.5,2,19-50,2017,18.04
Watonwan,165,2,1,1,1,19-50,2017,18.34
Watonwan,165,3,2,2,1,19-50,2017,11.41
McLeod,085,2,2,1,0,19-50,2017,16.69
McLeod,085,3,1,1,2,19-50,2017,29.63
McLeod,085,3,2,1,1,19-50,2017,20.37
McLeod,085,4,2,1,2,19-50,2017,24.93
McLeod,085,2,2,1.5,0,19-50,2017,11.39
McLeod,085,5,1,1,4,19-50,2017,33.25
McLeod,085,3,2,1.5,1,19-50,2017,15.36
McLeod,085,2,2,2,0,51+,2017,8.73
McLeod,085,4,1,1,3,19-50,2017,31.55
McLeod,085,2,2,2,0,19-50,2017,8.54
McLeod,085,1,1,1,0,19-50,2017,13.51
McLeod,085,1,1,1,0,51+,2017,13.69
McLeod,085,3,2,2,1,19-50,2017,12.57
McLeod,085,2,2,1,0,51+,2017,17.05
McLeod,085,6,2,2,4,19-50,2017,18.17
McLeod,085,4,2,2,2,19-50,2017,16.29
McLeod,085,6,2,1.5,4,19-50,2017,22.01
McLeod,085,5,2,2,3,19-50,2017,17.15
McLeod,085,4,2,1.5,2,19-50,2017,19.51
McLeod,085,2,2,1.5,0,51+,2017,11.64
McLeod,085,5,2,1.5,3,19-50,2017,20.65
Norman,107,4,2,2,2,19-50,2017,15.34
Norman,107,2,2,1.5,0,51+,2017,11.43
Norman,107,6,2,1,4,19-50,2017,27.99
Norman,107,1,1,1,0,51+,2017,13.37
Norman,107,2,1,1,1,19-50,2017,19.46
Norman,107,4,1,1,3,19-50,2017,29.68
Norman,107,5,2,1.5,3,19-50,2017,19.69
Norman,107,6,2,2,4,19-50,2017,17.26
Norman,107,1,1,1,0,19-50,2017,13.2
Norman,107,3,2,1,1,19-50,2017,20.18
Norman,107,3,1,1,2,19-50,2017,27.74
Norman,107,3,2,2,1,19-50,2017,12.07
Norman,107,5,1,1,4,19-50,2017,31.39
Norman,107,2,2,2,0,19-50,2017,8.4
Norman,107,4,2,1.5,2,19-50,2017,18.54
Norman,107,3,2,1.5,1,19-50,2017,14.97
Norman,107,2,2,1.5,0,19-50,2017,11.19
Norman,107,2,2,2,0,51+,2017,8.57
Norman,107,2,2,1,0,51+,2017,16.76
Norman,107,5,2,2,3,19-50,2017,16.21
Sherburne,141,2,2,1.5,0,19-50,2017,14.07
Sherburne,141,2,2,1,0,51+,2017,20.94
Sherburne,141,3,2,1,1,19-50,2017,25.98
Sherburne,141,6,2,1,4,19-50,2017,36.26
Sherburne,141,3,2,2,1,19-50,2017,16.49
Sherburne,141,4,2,1.5,2,19-50,2017,25.93
Sherburne,141,2,2,2,0,51+,2017,10.74
Sherburne,141,2,1,1,1,19-50,2017,27.53
Sherburne,141,6,2,1.5,4,19-50,2017,28.54
Sherburne,141,2,2,1.5,0,51+,2017,14.32
Sherburne,141,2,2,2,0,19-50,2017,10.55
Sherburne,141,1,1,1,0,51+,2017,17.48
Sherburne,141,6,2,2,4,19-50,2017,24.23
Sherburne,141,4,1,1,3,19-50,2017,43.77
Sherburne,141,1,1,1,0,19-50,2017,17.29
Sherburne,141,5,1,1,4,19-50,2017,45.67
Sherburne,141,5,2,1.5,3,19-50,2017,27.12
Sherburne,141,5,2,1,3,19-50,2017,34.2
Wadena,159,2,2,1,0,51+,2017,16.71
Wadena,159,5,2,1,3,19-50,2017,25.05
Wadena,159,5,2,1.5,3,19-50,2017,19.59
Wadena,159,6,2,1.5,4,19-50,2017,20.99
Wadena,159,2,2,1.5,0,51+,2017,11.4
Wadena,159,1,1,1,0,51+,2017,13.34
Wadena,159,4,2,2,2,19-50,2017,15.55
Wadena,159,1,1,1,0,19-50,2017,13.17
Wadena,159,4,1,1,3,19-50,2017,30.1
Wadena,159,2,1,1,1,19-50,2017,19.66
Wadena,159,2,2,1,0,19-50,2017,16.35
Wadena,159,3,2,1,1,19-50,2017,19.83
Wadena,159,4,2,1.5,2,19-50,2017,18.47
Wadena,159,6,2,2,4,19-50,2017,17.43
Wadena,159,4,2,1,2,19-50,2017,23.28
Wadena,159,2,2,1.5,0,19-50,2017,11.15
Wadena,159,5,1,1,4,19-50,2017,31.77
Wadena,159,3,2,2,1,19-50,2017,12.14
Wadena,159,2,2,2,0,19-50,2017,8.36
Wadena,159,5,2,2,3,19-50,2017,16.4
Wadena,159,3,1,1,2,19-50,2017,28.23
Wadena,159,3,2,1.5,1,19-50,2017,14.91
Wadena,159,2,2,2,0,51+,2017,8.55
Wadena,159,6,2,1,4,19-50,2017,27.28
Wilkin,167,5,2,2,3,19-50,2017,16.32
Wilkin,167,6,2,1,4,19-50,2017,28.1
Wilkin,167,2,2,1.5,0,51+,2017,11.08
Wilkin,167,3,2,2,1,19-50,2017,11.61
Wilkin,167,2,2,1.5,0,19-50,2017,10.83
Wilkin,167,5,2,1.5,3,19-50,2017,19.88
Wilkin,167,2,2,1,0,19-50,2017,15.89
Wilkin,167,2,2,2,0,51+,2017,8.31
Wilkin,167,3,1,1,2,19-50,2017,28.08
Wilkin,167,5,1,1,4,19-50,2017,31.58
Wilkin,167,4,2,1,2,19-50,2017,24.3
Wilkin,167,1,1,1,0,19-50,2017,12.73
Wilkin,167,4,2,1.5,2,19-50,2017,18.76
Wilkin,167,3,2,1,1,19-50,2017,19.4
Wilkin,167,4,2,2,2,19-50,2017,15.49
Wilkin,167,2,1,1,1,19-50,2017,18.67
Wilkin,167,2,2,1,0,51+,2017,16.25
Wilkin,167,3,2,1.5,1,19-50,2017,14.41
Wilkin,167,2,2,2,0,19-50,2017,8.12
Wilkin,167,6,2,2,4,19-50,2017,17.33
Wilkin,167,4,1,1,3,19-50,2017,29.93
Wilkin,167,1,1,1,0,51+,2017,12.9
Wilkin,167,6,2,1.5,4,19-50,2017,21.23
Wilkin,167,5,2,1,3,19-50,2017,26
Norman,107,4,2,1,2,19-50,2017,23.99
Norman,107,6,2,1.5,4,19-50,2017,21.12
Norman,107,5,2,1,3,19-50,2017,25.79
Norman,107,2,2,1,0,19-50,2017,16.41
Olmsted,109,2,2,1.5,0,19-50,2017,11.7
Olmsted,109,5,2,1.5,3,19-50,2017,22.55
Olmsted,109,6,2,1.5,4,19-50,2017,23.88
Olmsted,109,3,2,1,1,19-50,2017,21.19
Olmsted,109,4,2,1,2,19-50,2017,25.89
Olmsted,109,2,1,1,1,19-50,2017,24.41
Olmsted,109,4,2,1.5,2,19-50,2017,21.5
Olmsted,109,2,2,1,0,51+,2017,17.48
Olmsted,109,5,2,1,3,19-50,2017,27.48
Olmsted,109,3,2,2,1,19-50,2017,14.43
Olmsted,109,3,1,1,2,19-50,2017,34.84
Olmsted,109,1,1,1,0,19-50,2017,14.03
Olmsted,109,4,1,1,3,19-50,2017,36.63
Olmsted,109,5,2,2,3,19-50,2017,19.6
Olmsted,109,2,2,2,0,51+,2017,8.96
Olmsted,109,5,1,1,4,19-50,2017,38.27
Olmsted,109,3,2,1.5,1,19-50,2017,16.92
Olmsted,109,2,2,2,0,19-50,2017,8.78
Olmsted,109,6,2,2,4,19-50,2017,20.6
Olmsted,109,1,1,1,0,51+,2017,14.21
Olmsted,109,2,2,1.5,0,51+,2017,11.95
Olmsted,109,4,2,2,2,19-50,2017,18.8
Olmsted,109,6,2,1,4,19-50,2017,29.44
Olmsted,109,2,2,1,0,19-50,2017,17.14
Otter Tail,111,6,2,1,4,19-50,2017,28.16
Otter Tail,111,3,2,1,1,19-50,2017,20.1
Otter Tail,111,1,1,1,0,19-50,2017,13.26
Otter Tail,111,5,2,1,3,19-50,2017,26
Otter Tail,111,5,2,2,3,19-50,2017,16.35
Otter Tail,111,5,1,1,4,19-50,2017,31.66
Otter Tail,111,4,2,1.5,2,19-50,2017,18.73
Otter Tail,111,3,2,1.5,1,19-50,2017,14.94
Otter Tail,111,5,2,1.5,3,19-50,2017,19.89
Otter Tail,111,3,2,2,1,19-50,2017,12.06
Otter Tail,111,2,2,2,0,51+,2017,8.55
Otter Tail,111,2,2,2,0,19-50,2017,8.37
Otter Tail,111,6,2,2,4,19-50,2017,17.39
Otter Tail,111,4,2,2,2,19-50,2017,15.49
Otter Tail,111,1,1,1,0,51+,2017,13.44
Pope,121,3,1,1,2,19-50,2017,27.96
Pope,121,4,2,1,2,19-50,2017,23.88
Pope,121,4,2,2,2,19-50,2017,15.43
Pope,121,6,2,1,4,19-50,2017,27.74
Washington,163,4,2,1,2,19-50,2017,31.05
Washington,163,3,1,1,2,19-50,2017,47.82
Washington,163,5,2,1.5,3,19-50,2017,28.59
Washington,163,5,2,1,3,19-50,2017,32.72
Washington,163,3,2,2,1,19-50,2017,17.58
Washington,163,2,2,1.5,0,19-50,2017,13.47
Washington,163,6,2,1.5,4,19-50,2017,29.99
Washington,163,2,1,1,1,19-50,2017,29.93
Washington,163,6,2,1,4,19-50,2017,34.85
Washington,163,1,1,1,0,19-50,2017,16.41
Washington,163,2,2,1,0,51+,2017,20.05
Washington,163,1,1,1,0,51+,2017,16.58
Washington,163,5,1,1,4,19-50,2017,51.76
Washington,163,2,2,1.5,0,51+,2017,13.71
Washington,163,4,1,1,3,19-50,2017,49.91
Washington,163,2,2,2,0,51+,2017,10.29
Washington,163,5,2,2,3,19-50,2017,26.05
Washington,163,3,2,1,1,19-50,2017,24.82
Washington,163,6,2,2,4,19-50,2017,27.17
Washington,163,4,2,2,2,19-50,2017,25.13
Washington,163,2,2,2,0,19-50,2017,10.1
Washington,163,2,2,1,0,19-50,2017,19.69
Washington,163,4,2,1.5,2,19-50,2017,27.45
Washington,163,3,2,1.5,1,19-50,2017,20.28
Wright,171,1,1,1,0,19-50,2017,16.94
Wright,171,2,2,1,0,51+,2017,20.57
Wright,171,1,1,1,0,51+,2017,17.12
Wright,171,4,2,1,2,19-50,2017,31.86
Wright,171,2,2,2,0,51+,2017,10.55
Wright,171,2,2,1.5,0,51+,2017,14.07
Wright,171,3,1,1,2,19-50,2017,41.3
Wright,171,2,2,2,0,19-50,2017,10.36
